pair_id,cmi_score,cmi_legacy_recomputed,cmi_v2_exclude,cmi_v2_hindi,cmi_v2_english
P01544,0.4269662921348314,0.42696629213483145,29.629629629629626,29.629629629629626,29.629629629629626
P00562,0.3942307692307692,0.3942307692307692,28.08988764044944,28.08988764044944,28.08988764044944
P00114,0.5394736842105263,0.5394736842105263,17.647058823529417,17.647058823529417,17.647058823529417
P01610,0.546875,0.546875,18.181818181818176,18.181818181818176,18.181818181818176
P01479,0.4375,0.4375,42.3728813559322,41.666666666666664,43.333333333333336
P02784,0.3782051282051282,0.3782051282051282,34.78260869565217,34.78260869565217,34.78260869565217
P00007,0.4634146341463415,0.4634146341463415,27.536231884057973,27.142857142857146,28.57142857142857
P02294,0.3706293706293706,0.3706293706293706,33.82352941176471,33.82352941176471,33.82352941176471
P01062,0.4729729729729729,0.47297297297297297,19.999999999999996,19.672131147540984,21.311475409836067
P02386,0.39,0.39,27.906976744186053,27.906976744186053,27.906976744186053
P01335,0.4078947368421052,0.40789473684210525,32.35294117647059,32.35294117647059,32.35294117647059
P00825,0.4110429447852761,0.4110429447852761,23.28767123287672,23.28767123287672,23.28767123287672
P00529,0.4078212290502793,0.40782122905027934,33.76623376623377,33.54838709677419,34.193548387096776
P00146,0.4838709677419355,0.4838709677419355,43.548387096774185,43.548387096774185,43.548387096774185
P00810,0.382716049382716,0.38271604938271603,35.526315789473685,35.526315789473685,35.526315789473685
P00040,0.5277777777777778,0.5277777777777778,18.461538461538463,18.461538461538463,18.461538461538463
P02767,0.2346938775510204,0.23469387755102042,35.483870967741936,35.483870967741936,35.483870967741936
P01006,0.4742268041237113,0.4742268041237113,30.33707865168539,30.33707865168539,30.33707865168539
P02759,0.4767441860465116,0.47674418604651164,28.749999999999996,28.395061728395067,29.629629629629626
P01742,0.3533834586466165,0.3533834586466165,46.721311475409834,46.721311475409834,46.721311475409834
P02510,0.4204545454545454,0.42045454545454547,36.47058823529412,36.47058823529412,36.47058823529412
P01096,0.360655737704918,0.36065573770491804,40.67796610169492,40.67796610169492,40.67796610169492
P02283,0.3595505617977528,0.3595505617977528,25.0,25.0,25.0
P00124,0.484375,0.484375,20.33898305084746,20.33898305084746,20.33898305084746
P02238,0.4285714285714285,0.42857142857142855,25.757575757575758,25.757575757575758,25.757575757575758
P00855,0.4588235294117647,0.4588235294117647,22.499999999999996,22.499999999999996,22.499999999999996
P01025,0.4352941176470588,0.43529411764705883,27.941176470588236,27.941176470588236,27.941176470588236
P01652,0.4861111111111111,0.4861111111111111,8.62068965517241,8.47457627118644,10.169491525423723
P00917,0.4055299539170507,0.4055299539170507,28.57142857142857,28.57142857142857,28.57142857142857
P02763,0.4825870646766169,0.48258706467661694,17.751479289940832,17.441860465116278,19.186046511627907
P02010,0.4170854271356783,0.41708542713567837,27.647058823529413,27.485380116959067,28.07017543859649
P00222,0.4333333333333333,0.43333333333333335,24.675324675324674,24.675324675324674,24.675324675324674
P01734,0.3895348837209302,0.38953488372093026,29.78723404255319,29.5774647887324,30.281690140845075
P00792,0.4246575342465753,0.4246575342465753,30.303030303030297,30.303030303030297,30.303030303030297
P01559,0.4634146341463415,0.4634146341463415,25.71428571428571,25.352112676056336,26.76056338028169
P02353,0.3231707317073171,0.3231707317073171,38.51851851851852,38.51851851851852,38.51851851851852
P01054,0.4130434782608695,0.41304347826086957,28.57142857142857,28.57142857142857,28.57142857142857
P00665,0.4126984126984127,0.4126984126984127,36.60714285714286,36.60714285714286,36.60714285714286
P01220,0.4597701149425287,0.45977011494252873,20.833333333333336,20.833333333333336,20.833333333333336
P00711,0.4502369668246445,0.45023696682464454,23.655913978494624,23.404255319148938,24.468085106382976
P00641,0.45,0.45,18.461538461538463,18.461538461538463,18.461538461538463
P00328,0.3090909090909091,0.3090909090909091,40.0,42.307692307692314,38.46153846153846
P00103,0.3833333333333333,0.38333333333333336,46.29629629629629,46.29629629629629,46.29629629629629
P02364,0.4623655913978494,0.46236559139784944,17.333333333333336,17.105263157894733,18.42105263157895
P00784,0.4140350877192982,0.41403508771929826,23.18181818181818,23.18181818181818,23.18181818181818
P01435,0.5,0.5,6.896551724137934,6.896551724137934,6.896551724137934
